,area_type,availability,location,total_sqft,bath,balcony,price,BHK
1296,Built-up  Area,Not Ready to Move Yet,Bommasandra Industrial Area,1130.0,2.0,1.0,32.64,2
1297,Built-up  Area,Not Ready to Move Yet,Bommasandra Industrial Area,1065.0,2.0,1.0,30.75,2
1298,Super built-up  Area,Ready To Move,Brookefield,1150.0,2.0,3.0,69.0,2
1299,Built-up  Area,Ready To Move,Brookefield,1142.0,2.0,2.0,70.0,2
1302,Plot  Area,Ready To Move,Brookefield,2800.0,4.0,2.0,240.0,4
1303,Super built-up  Area,Ready To Move,Brookefield,1476.0,3.0,2.0,105.0,3
1304,Plot  Area,Ready To Move,Brookefield,1700.0,4.0,1.0,152.0,4
1305,Super built-up  Area,Ready To Move,Brookefield,1262.0,2.0,1.0,75.0,2
1306,Super built-up  Area,Ready To Move,Brookefield,1139.0,2.0,2.0,80.0,2
1307,Super built-up  Area,Ready To Move,Brookefield,1125.0,2.0,2.0,70.0,2
1308,Super built-up  Area,Ready To Move,Brookefield,1420.0,3.0,2.0,85.0,3
1310,Super built-up  Area,Ready To Move,Brookefield,941.0,2.0,2.0,48.0,2
1313,Built-up  Area,Ready To Move,Brookefield,1100.0,2.0,1.0,55.0,2
1315,Built-up  Area,Ready To Move,Brookefield,1225.0,2.0,2.0,66.5,2
1316,Plot  Area,Ready To Move,Brookefield,1950.0,6.0,3.0,175.0,5
1317,Super built-up  Area,Ready To Move,Brookefield,1080.0,2.0,3.0,50.0,2
1318,Built-up  Area,Ready To Move,Brookefield,1230.0,2.0,3.0,55.0,2
1319,Super built-up  Area,Ready To Move,Brookefield,1200.0,2.0,2.0,75.0,2
1320,Super built-up  Area,Ready To Move,Brookefield,1089.0,2.0,1.0,49.0,2
1321,Super built-up  Area,Ready To Move,Brookefield,1130.0,2.0,2.0,56.0,2
1322,Super built-up  Area,Ready To Move,Brookefield,1270.0,2.0,1.0,95.0,2
1323,Super built-up  Area,Ready To Move,Brookefield,1706.0,3.0,2.0,115.0,3
1324,Super built-up  Area,Ready To Move,Brookefield,1389.0,2.0,2.0,94.0,2
1326,Built-up  Area,Ready To Move,Brookefield,1225.0,2.0,2.0,72.0,2
1328,Super built-up  Area,Ready To Move,Brookefield,1746.0,3.0,3.0,115.0,3
1330,Plot  Area,Ready To Move,Brookefield,1560.0,3.0,2.0,149.0,4
1332,Super built-up  Area,Ready To Move,Brookefield,1382.0,2.0,2.0,84.5,2
1333,Super built-up  Area,Ready To Move,Brookefield,1260.0,2.0,1.0,70.0,2
1334,Super built-up  Area,Ready To Move,Brookefield,1594.0,3.0,2.0,140.0,3
1335,Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,2.0,56.4,2
1336,Super built-up  Area,Ready To Move,Budigere,1162.0,2.0,1.0,59.9,2
1337,Super built-up  Area,Ready To Move,Budigere,1991.0,4.0,2.0,103.0,3
1338,Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,2.0,57.0,2
1339,Super built-up  Area,Ready To Move,Budigere,1162.0,2.0,1.0,57.0,2
1340,Super built-up  Area,Ready To Move,Budigere,1139.0,2.0,2.0,62.0,2
1341,Super built-up  Area,Ready To Move,Budigere,1139.0,2.0,2.0,56.8,2
1342,Super built-up  Area,Ready To Move,Budigere,1139.0,2.0,2.0,56.85,2
1345,Super built-up  Area,Ready To Move,Budigere,664.0,1.0,1.0,35.0,1
1346,Super built-up  Area,Ready To Move,Budigere,1820.0,3.0,2.0,93.0,3
1347,Super built-up  Area,Ready To Move,Budigere,1636.0,3.0,2.0,85.0,3
1348,Super built-up  Area,Ready To Move,Budigere,1444.0,2.0,2.0,70.0,2
1350,Super built-up  Area,Ready To Move,Budigere,1139.0,2.0,2.0,60.0,2
1352,Super built-up  Area,Ready To Move,Budigere,1820.0,3.0,2.0,93.0,3
1354,Super built-up  Area,Ready To Move,Budigere,1162.0,2.0,1.0,58.0,2
1355,Super built-up  Area,Ready To Move,Budigere,1636.0,3.0,2.0,85.0,3
1356,Super built-up  Area,Ready To Move,Budigere,1636.0,3.0,2.0,92.0,3
1357,Super built-up  Area,Ready To Move,Budigere,1087.0,2.0,1.0,54.3,2
1359,Super built-up  Area,Ready To Move,Budigere,1149.0,2.0,2.0,65.0,2
1360,Super built-up  Area,Ready To Move,Budigere,664.0,1.0,1.0,35.4,1
1361,Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,2.0,56.7,2
1363,Super built-up  Area,Ready To Move,Budigere,1139.0,2.0,2.0,56.5,2
1364,Super built-up  Area,Ready To Move,Budigere,1636.0,3.0,2.0,83.0,3
1365,Built-up  Area,Ready To Move,Budigere,664.0,1.0,1.0,34.0,1
1367,Super built-up  Area,Ready To Move,Budigere,1162.0,2.0,1.0,58.0,2
1368,Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,2.0,60.0,2
1369,Super built-up  Area,Ready To Move,Budigere,1820.0,3.0,2.0,99.0,3
1370,Super built-up  Area,Not Ready to Move Yet,Budigere,1172.0,2.0,0.0,56.725,2
1373,Super built-up  Area,Ready To Move,Budigere,1820.0,3.0,2.0,95.0,3
1375,Built-up  Area,Ready To Move,Budigere,1820.0,3.0,2.0,95.5,3
1376,Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,2.0,56.0,2
1377,Super built-up  Area,Not Ready to Move Yet,Budigere,705.0,1.0,0.0,34.545,1
1378,Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,2.0,56.5,2
1379,Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,2.0,58.0,2
1380,Super built-up  Area,Ready To Move,Budigere,1636.0,3.0,2.0,88.0,3
1381,Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,2.0,56.55,2
1382,Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,2.0,56.5,2
1383,Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,2.0,60.0,2
1385,Super built-up  Area,Ready To Move,CV Raman Nagar,1120.0,2.0,2.0,55.0,2
1386,Built-up  Area,Ready To Move,CV Raman Nagar,1070.0,2.0,1.0,55.0,2
1387,Super built-up  Area,Ready To Move,CV Raman Nagar,740.0,2.0,1.0,37.0,2
1388,Super built-up  Area,Not Ready to Move Yet,CV Raman Nagar,1230.0,3.0,2.0,47.0,2
1389,Built-up  Area,Ready To Move,CV Raman Nagar,1726.0,3.0,3.0,145.0,3
1390,Built-up  Area,Ready To Move,CV Raman Nagar,1028.0,2.0,1.0,49.0,2
1391,Super built-up  Area,Ready To Move,CV Raman Nagar,1392.0,2.0,1.0,98.0,2
1392,Super built-up  Area,Ready To Move,CV Raman Nagar,1070.0,2.0,2.0,47.5,2
1393,Super built-up  Area,Ready To Move,CV Raman Nagar,1825.0,3.0,2.0,126.0,3
1394,Super built-up  Area,Ready To Move,CV Raman Nagar,1025.0,2.0,2.0,50.0,2
1396,Super built-up  Area,Ready To Move,CV Raman Nagar,1198.0,2.0,2.0,60.0,2
1397,Super built-up  Area,Ready To Move,CV Raman Nagar,1560.0,2.0,2.0,85.0,2
1398,Super built-up  Area,Ready To Move,CV Raman Nagar,1590.0,2.0,3.0,85.0,3
1399,Super built-up  Area,Ready To Move,CV Raman Nagar,1100.0,2.0,1.0,58.0,2
1400,Super built-up  Area,Ready To Move,CV Raman Nagar,1051.0,2.0,3.0,61.0,2
1401,Super built-up  Area,Ready To Move,CV Raman Nagar,705.0,1.0,1.0,57.0,1
1402,Super built-up  Area,Not Ready to Move Yet,CV Raman Nagar,1225.0,2.0,2.0,47.88,2
1403,Carpet  Area,Ready To Move,CV Raman Nagar,1000.0,2.0,1.0,38.5,2
1405,Super built-up  Area,Ready To Move,CV Raman Nagar,1020.0,2.0,1.0,55.0,2
1406,Super built-up  Area,Ready To Move,CV Raman Nagar,1285.0,2.0,2.0,65.0,2
1407,Built-up  Area,Ready To Move,CV Raman Nagar,1835.0,3.0,2.0,160.0,3
1408,Super built-up  Area,Ready To Move,CV Raman Nagar,1836.0,3.0,2.0,148.0,3
1409,Super built-up  Area,Ready To Move,CV Raman Nagar,1040.0,2.0,1.0,50.0,2
1410,Super built-up  Area,Not Ready to Move Yet,CV Raman Nagar,1392.0,2.0,1.0,95.0,2
1411,Super built-up  Area,Ready To Move,CV Raman Nagar,705.0,2.0,1.0,50.0,1
1412,Built-up  Area,Ready To Move,CV Raman Nagar,1125.0,2.0,1.0,46.0,2
1413,Super built-up  Area,Ready To Move,CV Raman Nagar,1400.0,2.0,2.0,78.0,3
1414,Super built-up  Area,Not Ready to Move Yet,CV Raman Nagar,1980.0,4.0,2.0,166.0,3
1415,Super built-up  Area,Ready To Move,CV Raman Nagar,1400.0,2.0,2.0,78.0,3
1416,Super built-up  Area,Ready To Move,CV Raman Nagar,907.0,2.0,2.0,38.0,2
1417,Super built-up  Area,Not Ready to Move Yet,CV Raman Nagar,1392.0,2.0,1.0,110.0,2
1419,Super built-up  Area,Not Ready to Move Yet,CV Raman Nagar,1227.0,2.0,2.0,42.88,2
1420,Super built-up  Area,Not Ready to Move Yet,CV Raman Nagar,1225.0,2.0,2.0,48.0,2
1421,Super built-up  Area,Not Ready to Move Yet,CV Raman Nagar,1659.0,3.0,1.0,135.0,3
1422,Plot  Area,Ready To Move,CV Raman Nagar,1200.0,2.0,1.0,100.0,5
1423,Built-up  Area,Ready To Move,CV Raman Nagar,1310.0,2.0,1.0,62.0,2
1424,Built-up  Area,Ready To Move,Chandapura,650.0,1.0,1.0,17.0,2
1425,Super built-up  Area,Not Ready to Move Yet,Chandapura,645.0,1.0,1.0,16.45,1
1426,Super built-up  Area,Not Ready to Move Yet,Chandapura,645.0,1.0,1.0,16.45,1
1428,Super built-up  Area,Not Ready to Move Yet,Chandapura,1015.0,2.0,2.0,25.88,2
1429,Super built-up  Area,Not Ready to Move Yet,Chandapura,530.0,1.0,0.0,11.66,1
1430,Super built-up  Area,Ready To Move,Chandapura,1208.0,3.0,1.0,45.0,3
1432,Super built-up  Area,Ready To Move,Chandapura,1200.0,2.0,2.0,32.0,2
1433,Super built-up  Area,Not Ready to Move Yet,Chandapura,1025.0,2.0,2.0,27.68,2
1434,Super built-up  Area,Not Ready to Move Yet,Chandapura,582.5,1.0,0.0,15.135,1
1435,Super built-up  Area,Not Ready to Move Yet,Chandapura,1015.0,2.0,2.0,25.88,2
1437,Super built-up  Area,Ready To Move,Chandapura,1065.0,2.0,1.0,33.0,3
1440,Plot  Area,Ready To Move,Chandapura,1500.0,2.0,1.0,60.0,2
1441,Super built-up  Area,Not Ready to Move Yet,Chandapura,850.0,2.0,1.0,25.4,2
1442,Super built-up  Area,Not Ready to Move Yet,Chandapura,590.0,1.0,0.0,13.57,1
1443,Super built-up  Area,Not Ready to Move Yet,Chandapura,645.0,1.0,1.0,16.45,1
1444,Super built-up  Area,Not Ready to Move Yet,Chandapura,630.0,1.0,0.0,13.86,1
1446,Super built-up  Area,Not Ready to Move Yet,Chandapura,1015.0,2.0,2.0,25.88,2
1447,Super built-up  Area,Ready To Move,Chandapura,1107.0,2.0,1.0,43.0,3
1448,Super built-up  Area,Not Ready to Move Yet,Chandapura,520.0,1.0,1.0,14.04,1
1449,Plot  Area,Not Ready to Move Yet,Chandapura,1200.0,1.0,1.0,36.0,2
1450,Super built-up  Area,Not Ready to Move Yet,Chandapura,975.0,2.0,1.0,24.86,2
1451,Super built-up  Area,Not Ready to Move Yet,Chandapura,645.0,1.0,1.0,16.45,1
1452,Super built-up  Area,Not Ready to Move Yet,Chandapura,985.0,2.0,1.0,25.12,2
1453,Super built-up  Area,Not Ready to Move Yet,Chandapura,645.0,1.0,1.0,16.45,1
1454,Super built-up  Area,Not Ready to Move Yet,Chandapura,975.0,2.0,1.0,24.86,2
1455,Super built-up  Area,Ready To Move,Chandapura,700.0,1.0,1.0,19.0,2
1457,Super built-up  Area,Ready To Move,Chandapura,1095.0,2.0,2.0,32.0,3
1458,Built-up  Area,Ready To Move,Chandapura,1208.51,3.0,2.0,42.0,3
1459,Super built-up  Area,Ready To Move,Chandapura,876.0,2.0,2.0,29.5,2
1460,Super built-up  Area,Not Ready to Move Yet,Chandapura,645.0,1.0,1.0,16.45,1
1462,Super built-up  Area,Not Ready to Move Yet,Chandapura,645.0,1.0,1.0,16.45,1
1463,Super built-up  Area,Not Ready to Move Yet,Chandapura,937.0,2.0,1.0,30.0,2
1464,Super built-up  Area,Not Ready to Move Yet,Chandapura,1025.0,2.0,2.0,27.68,2
1465,Super built-up  Area,Not Ready to Move Yet,Chandapura,975.0,2.0,1.0,24.86,2
1466,Super built-up  Area,Ready To Move,Chandapura,800.0,2.0,1.0,25.0,2
1467,Super built-up  Area,Not Ready to Move Yet,Chandapura,645.0,1.0,1.0,16.45,1
1468,Super built-up  Area,Not Ready to Move Yet,Chandapura,778.0,2.0,0.0,25.29,2
1470,Super built-up  Area,Not Ready to Move Yet,Chandapura,950.0,2.0,1.0,25.65,2
1471,Plot  Area,Not Ready to Move Yet,Chandapura,1200.0,2.0,1.0,36.0,2
1472,Super built-up  Area,Not Ready to Move Yet,Chandapura,645.0,1.0,1.0,16.45,1
1473,Super built-up  Area,Ready To Move,Chandapura,922.0,2.0,1.0,36.0,2
1475,Super built-up  Area,Not Ready to Move Yet,Chandapura,674.0,1.0,1.0,19.9,2
1480,Super built-up  Area,Not Ready to Move Yet,Chandapura,985.0,2.0,1.0,25.12,2
1482,Super built-up  Area,Not Ready to Move Yet,Chandapura,1025.0,2.0,2.0,27.68,2
1484,Super built-up  Area,Not Ready to Move Yet,Chandapura,1015.0,2.0,2.0,25.88,2
1485,Super built-up  Area,Ready To Move,Chandapura,1345.0,2.0,2.0,39.5,3
1486,Super built-up  Area,Not Ready to Move Yet,Chandapura,1033.0,2.0,2.0,30.47,3
1487,Super built-up  Area,Ready To Move,Chandapura,971.0,2.0,2.0,38.0,3
1488,Super built-up  Area,Not Ready to Move Yet,Chandapura,1015.0,2.0,2.0,25.88,2
1489,Built-up  Area,Ready To Move,Chandapura,3300.0,4.0,2.0,135.0,4
1490,Built-up  Area,Ready To Move,Chandapura,800.0,1.0,2.0,30.0,2
1492,Super built-up  Area,Ready To Move,Chandapura,900.0,2.0,3.0,35.0,2
1493,Super built-up  Area,Not Ready to Move Yet,Chandapura,975.0,2.0,1.0,24.86,2
1494,Super built-up  Area,Not Ready to Move Yet,Chandapura,520.0,1.0,1.0,14.04,1
1497,Super built-up  Area,Ready To Move,Chandapura,1323.0,2.0,1.0,42.0,3
1498,Super built-up  Area,Ready To Move,Chandapura,410.0,1.0,1.0,10.0,1
1499,Super built-up  Area,Not Ready to Move Yet,Chandapura,985.0,2.0,1.0,25.12,2
1500,Super built-up  Area,Not Ready to Move Yet,Chandapura,645.0,1.0,1.0,16.45,1
1501,Super built-up  Area,Not Ready to Move Yet,Chandapura,645.0,1.0,1.0,16.45,1
1502,Plot  Area,Not Ready to Move Yet,Chandapura,1200.0,2.0,1.0,36.0,2
1503,Built-up  Area,Ready To Move,Chandapura,740.0,1.0,1.0,22.0,2
1504,Super built-up  Area,Not Ready to Move Yet,Chandapura,876.0,2.0,2.0,28.47,2
1506,Super built-up  Area,Not Ready to Move Yet,Chandapura,520.0,1.0,1.0,14.04,1
1508,Super built-up  Area,Not Ready to Move Yet,Channasandra,1009.0,2.0,1.0,38.34,2
1509,Super built-up  Area,Ready To Move,Channasandra,1065.0,2.0,1.0,35.0,2
1510,Super built-up  Area,Ready To Move,Channasandra,1470.0,2.0,1.0,90.0,3
1511,Super built-up  Area,Ready To Move,Channasandra,1115.0,2.0,1.0,33.45,2
1512,Super built-up  Area,Ready To Move,Channasandra,1030.0,2.0,1.0,34.5,2
1513,Built-up  Area,Ready To Move,Channasandra,4200.0,6.0,0.0,180.0,6
1514,Super built-up  Area,Ready To Move,Channasandra,1115.0,2.0,1.0,40.0,2
1515,Plot  Area,Not Ready to Move Yet,Channasandra,1200.0,3.0,1.0,67.77,3
1516,Super built-up  Area,Ready To Move,Channasandra,1104.0,2.0,1.0,35.5,2
1517,Super built-up  Area,Ready To Move,Channasandra,1160.0,2.0,1.0,55.0,2
1518,Super built-up  Area,Not Ready to Move Yet,Channasandra,1050.0,2.0,2.0,41.0,2
1519,Super built-up  Area,Not Ready to Move Yet,Channasandra,1065.0,2.0,1.0,40.47,2
1521,Super built-up  Area,Ready To Move,Channasandra,1070.0,2.0,1.0,38.0,2
1522,Super built-up  Area,Ready To Move,Channasandra,1050.0,2.0,1.0,35.0,2
1523,Super built-up  Area,Ready To Move,Channasandra,1093.0,2.0,1.0,34.0,2
1524,Built-up  Area,Ready To Move,Channasandra,808.0,2.0,1.0,40.0,2
1525,Super built-up  Area,Ready To Move,Channasandra,1010.0,2.0,1.0,36.0,2
1526,Super built-up  Area,Ready To Move,Channasandra,1123.0,2.0,1.0,36.0,2
1527,Super built-up  Area,Not Ready to Move Yet,Channasandra,1000.0,2.0,2.0,35.0,2
1528,Plot  Area,Not Ready to Move Yet,Channasandra,1500.0,4.0,1.0,89.45,4
1529,Super built-up  Area,Not Ready to Move Yet,Channasandra,1330.0,2.0,2.0,51.83,3
1530,Super built-up  Area,Ready To Move,Channasandra,1093.0,2.0,1.0,37.0,2
1531,Super built-up  Area,Ready To Move,Channasandra,1115.0,2.0,1.0,35.8,2
1532,Plot  Area,Not Ready to Move Yet,Channasandra,1500.0,3.0,1.0,61.95,3
1534,Super built-up  Area,Not Ready to Move Yet,Channasandra,830.0,2.0,1.0,36.28,2
1535,Plot  Area,Not Ready to Move Yet,Channasandra,1200.0,3.0,1.0,67.77,3
1536,Super built-up  Area,Ready To Move,Channasandra,1195.0,2.0,1.0,56.0,3
1537,Super built-up  Area,Ready To Move,Channasandra,1175.0,2.0,2.0,38.0,2
1538,Plot  Area,Not Ready to Move Yet,Channasandra,1200.0,2.0,1.0,46.13,2
1539,Super built-up  Area,Ready To Move,Channasandra,1065.0,2.0,1.0,36.0,2
1540,Super built-up  Area,Not Ready to Move Yet,Channasandra,1050.0,2.0,1.0,44.41,2
1541,Super built-up  Area,Ready To Move,Channasandra,1010.0,2.0,1.0,32.0,2
1543,Built-up  Area,Ready To Move,Chikkalasandra,1100.0,2.0,2.0,50.0,2
1544,Super built-up  Area,Ready To Move,Chikkalasandra,1208.0,2.0,1.0,49.0,2
1545,Carpet  Area,Ready To Move,Chikkalasandra,875.0,2.0,3.0,52.8,2
1547,Built-up  Area,Ready To Move,Chikkalasandra,1800.0,1.0,1.0,128.0,2
1548,Built-up  Area,Ready To Move,Chikkalasandra,1070.0,2.0,2.0,50.0,2
1549,Super built-up  Area,Ready To Move,Chikkalasandra,1230.0,2.0,2.0,48.0,2
1550,Built-up  Area,Ready To Move,Chikkalasandra,1428.0,2.0,1.0,80.0,3
1551,Super built-up  Area,Ready To Move,Chikkalasandra,1070.0,2.0,1.0,42.8,2
1555,Super built-up  Area,Ready To Move,Chikkalasandra,1075.0,2.0,1.0,46.76,2
1558,Super built-up  Area,Not Ready to Move Yet,Chikkalasandra,1070.0,2.0,1.0,45.48,2
1559,Super built-up  Area,Ready To Move,Chikkalasandra,1100.0,2.0,2.0,50.0,2
1562,Built-up  Area,Ready To Move,Chikkalasandra,1224.0,2.0,2.0,45.0,2
1563,Super built-up  Area,Ready To Move,Chikkalasandra,1090.0,2.0,1.0,47.42,2
1566,Built-up  Area,Ready To Move,Chikkalasandra,1325.0,2.0,1.0,59.0,2
1567,Super built-up  Area,Ready To Move,Chikkalasandra,1290.0,2.0,2.0,72.0,2
1570,Super built-up  Area,Ready To Move,Choodasandra,1115.0,2.0,2.0,50.0,2
1571,Super built-up  Area,Ready To Move,Choodasandra,1300.0,2.0,3.0,57.0,2
1572,Super built-up  Area,Not Ready to Move Yet,Choodasandra,1530.0,3.0,2.0,77.0,3
1575,Super built-up  Area,Not Ready to Move Yet,Choodasandra,1197.0,2.0,1.0,63.0,2
1576,Super built-up  Area,Ready To Move,Choodasandra,1465.0,3.0,3.0,75.0,3
1577,Super built-up  Area,Ready To Move,Choodasandra,1115.0,2.0,1.0,50.0,2
1578,Super built-up  Area,Ready To Move,Choodasandra,1215.0,2.0,2.0,59.0,2
1579,Super built-up  Area,Ready To Move,Choodasandra,1254.0,2.0,1.0,65.0,3
1580,Super built-up  Area,Ready To Move,Choodasandra,1580.0,3.0,3.0,105.0,3
1581,Super built-up  Area,Ready To Move,Choodasandra,725.0,2.0,2.0,36.0,2
1582,Built-up  Area,Not Ready to Move Yet,Choodasandra,2429.0,3.0,1.0,210.0,4
1584,Super built-up  Area,Ready To Move,Choodasandra,1075.0,2.0,2.0,45.0,2
1585,Super built-up  Area,Ready To Move,Choodasandra,1180.0,2.0,1.0,71.22,2
1586,Built-up  Area,Ready To Move,Choodasandra,1140.0,2.0,2.0,62.0,2
1588,Super built-up  Area,Ready To Move,Choodasandra,1560.0,3.0,2.0,78.0,3
1589,Built-up  Area,Ready To Move,Choodasandra,1065.0,2.0,1.0,46.0,2
1590,Super built-up  Area,Ready To Move,Choodasandra,1115.0,2.0,2.0,50.0,2
1592,Super built-up  Area,Ready To Move,Choodasandra,1115.0,2.0,1.0,50.0,2
1593,Super built-up  Area,Not Ready to Move Yet,Dasanapura,708.0,2.0,2.0,37.0,2
1594,Super built-up  Area,Ready To Move,Dasanapura,708.0,1.0,1.0,40.0,2
1595,Built-up  Area,Ready To Move,Dasanapura,965.0,2.0,1.0,42.5,2
1597,Plot  Area,Ready To Move,Dasanapura,1500.0,3.0,1.0,65.0,2
1598,Super built-up  Area,Ready To Move,Dasanapura,814.0,2.0,1.0,42.0,2
1599,Built-up  Area,Ready To Move,Dasanapura,1163.0,2.0,1.0,65.0,2
1600,Super built-up  Area,Not Ready to Move Yet,Dasanapura,1286.0,2.0,1.0,68.0,3
1601,Super built-up  Area,Ready To Move,Dasanapura,708.0,2.0,1.0,31.15,2
1602,Super built-up  Area,Ready To Move,Dasanapura,814.0,2.0,1.0,43.7,2
1603,Super built-up  Area,Ready To Move,Dasarahalli,1295.0,2.0,1.0,65.0,2
1605,Built-up  Area,Ready To Move,Dasarahalli,1150.0,2.0,0.0,70.0,2
1606,Super built-up  Area,Ready To Move,Dasarahalli,2100.0,3.0,3.0,120.0,3
1607,Super built-up  Area,Ready To Move,Dasarahalli,1220.0,2.0,2.0,52.0,2
1608,Super built-up  Area,Ready To Move,Dasarahalli,1375.0,2.0,1.0,60.0,2
1609,Super built-up  Area,Not Ready to Move Yet,Dasarahalli,1333.0,2.0,1.0,78.56,2
1610,Super built-up  Area,Ready To Move,Dasarahalli,1220.0,2.0,2.0,62.0,2
1611,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1260.0,2.0,2.0,66.78,2
1612,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1282.0,2.0,2.0,68.52,3
1613,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1360.0,2.0,1.0,65.0,2
1614,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1408.0,2.0,2.0,85.0,2
1615,Super built-up  Area,Ready To Move,Devanahalli,1010.0,2.0,1.0,51.0,2
1616,Super built-up  Area,Ready To Move,Devanahalli,1080.0,2.0,0.0,53.35,2
1617,Plot  Area,Ready To Move,Devanahalli,2400.0,5.0,3.0,100.0,5
1620,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1174.0,2.0,1.0,59.0,2
1621,Super built-up  Area,Not Ready to Move Yet,Devanahalli,658.0,1.0,1.0,34.0,1
1622,Super built-up  Area,Not Ready to Move Yet,Devanahalli,658.0,1.0,0.0,26.91,1
1623,Super built-up  Area,Not Ready to Move Yet,Devanahalli,698.5,1.0,0.0,28.57,1
1624,Super built-up  Area,Ready To Move,Devanahalli,1080.0,2.0,1.0,52.0,2
1625,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1700.0,3.0,0.0,88.2,3
1626,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1498.0,3.0,3.0,79.15,3
1627,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1466.0,3.0,3.0,77.59,3
1628,Super built-up  Area,Ready To Move,Devanahalli,775.0,1.0,0.0,39.0,1
1629,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1020.0,2.0,1.0,49.87,1
1630,Super built-up  Area,Ready To Move,Devanahalli,1045.0,2.0,2.0,48.0,2
1631,Super built-up  Area,Ready To Move,Devanahalli,1550.0,3.0,1.0,85.0,3
1633,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1340.0,2.0,1.0,65.0,2
1634,Built-up  Area,Not Ready to Move Yet,Devanahalli,2125.0,3.0,1.0,107.0,3
1635,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1230.0,2.0,1.0,56.45,2
1636,Super built-up  Area,Not Ready to Move Yet,Devanahalli,1360.0,2.0,0.0,62.425,2
1637,Super built-up  Area,Not Ready to Move Yet,Devanahalli,658.0,1.0,1.0,26.91,1
1639,Built-up  Area,Ready To Move,Devanahalli,1010.0,2.0,1.0,58.0,2
1642,Plot  Area,Ready To Move,Devarachikkanahalli,1350.0,7.0,0.0,85.0,8
1644,Super built-up  Area,Ready To Move,Devarachikkanahalli,1250.0,2.0,2.0,40.0,2
1645,Plot  Area,Ready To Move,Devarachikkanahalli,1200.0,2.0,2.0,83.0,2
1646,Super built-up  Area,Ready To Move,Devarachikkanahalli,1170.0,2.0,2.0,40.0,2
1647,Built-up  Area,Ready To Move,Devarachikkanahalli,615.0,1.0,1.0,24.0,1
1648,Super built-up  Area,Ready To Move,Devarachikkanahalli,1230.0,2.0,1.0,58.0,2
1649,Super built-up  Area,Ready To Move,Devarachikkanahalli,1425.0,2.0,2.0,65.0,3
1650,Super built-up  Area,Ready To Move,Devarachikkanahalli,947.0,2.0,2.0,43.0,2
1651,Super built-up  Area,Ready To Move,Devarachikkanahalli,1130.0,2.0,2.0,36.0,2
1652,Super built-up  Area,Ready To Move,Devarachikkanahalli,1417.0,2.0,2.0,76.0,3
1653,Super built-up  Area,Ready To Move,Devarachikkanahalli,1230.0,2.0,1.0,58.0,2
1654,Super built-up  Area,Ready To Move,Devarachikkanahalli,1705.0,3.0,2.0,75.0,3
1655,Built-up  Area,Ready To Move,Devarachikkanahalli,1116.0,2.0,1.0,47.0,2
1656,Super built-up  Area,Ready To Move,Devarachikkanahalli,991.0,2.0,2.0,40.0,2
1658,Built-up  Area,Ready To Move,Dodda Nekkundi,1260.0,2.0,2.0,55.0,2
1659,Super built-up  Area,Ready To Move,Dodda Nekkundi,850.0,2.0,3.0,28.0,2
1660,Super built-up  Area,Ready To Move,Dodda Nekkundi,1390.0,2.0,2.0,60.0,2
1661,Super built-up  Area,Ready To Move,Dodda Nekkundi,1804.0,3.0,2.0,121.0,3
1662,Super built-up  Area,Ready To Move,Dodda Nekkundi,1080.0,2.0,2.0,50.0,2
1663,Super built-up  Area,Ready To Move,Dodda Nekkundi,1999.0,3.0,2.0,132.0,3
1664,Super built-up  Area,Ready To Move,Dodda Nekkundi,1100.0,2.0,2.0,48.0,2
1665,Super built-up  Area,Ready To Move,Dodda Nekkundi,1999.0,3.0,2.0,135.0,3
